var1,var2,var3
1445144423722_0020_m_000000_0,0,023958297
1445144423722_0020_m_000000_0,0,065791264
1445144423722_0020_m_000001_0,0,05713628
1445144423722_0020_m_000000_0,0,10004553
1445144423722_0020_m_000001_0,0,079464614
1445144423722_0020_m_000002_0,0,06741504
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,10501281
1445144423722_0020_m_000002_0,0,103304505
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,1066108
1445144423722_0020_m_000002_0,0,10660437
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,1066108
1445144423722_0020_m_000002_0,0,10660437
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,1066108
1445144423722_0020_m_000002_0,0,10660437
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,1066108
1445144423722_0020_m_000002_0,0,10660437
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,1066108
1445144423722_0020_m_000002_0,0,10660437
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,1066108
1445144423722_0020_m_000002_0,0,10660437
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,1066108
1445144423722_0020_m_000002_0,0,10660437
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,10875365
1445144423722_0020_m_000002_0,0,10660437
1445144423722_0020_m_000003_0,0,106493875
1445144423722_0020_m_000000_0,0,10635664
1445144423722_0020_m_000001_0,0,14981231
1445144423722_0020_m_000002_0,0,13841225
1445144423722_0020_m_000003_0,0,106493875
1445144423722_0020_m_000000_0,0,1430594
1445144423722_0020_m_000001_0,0,19084874
1445144423722_0020_m_000003_0,0,106493875
1445144423722_0020_m_000002_0,0,17293417
1445144423722_0020_m_000000_0,0,1795899
1445144423722_0020_m_000003_0,0,17982168
1445144423722_0020_m_000001_0,0,19211523
1445144423722_0020_m_000002_0,0,19212553
1445144423722_0020_m_000003_0,0,19209063
1445144423722_0020_m_000000_0,0,19158794
1445144423722_0020_m_000001_0,0,19211523
1445144423722_0020_m_000002_0,0,19212553
1445144423722_0020_m_000003_0,0,19209063
1445144423722_0020_m_000000_0,0,19158794
1445144423722_0020_m_000001_0,0,19211523
1445144423722_0020_m_000002_0,0,19212553
1445144423722_0020_m_000003_0,0,20639901
1445144423722_0020_m_000000_0,0,19158794
1445144423722_0020_m_000001_0,0,19211523
1445144423722_0020_m_000002_0,0,19212553
1445144423722_0020_m_000003_0,0,27765483
1445144423722_0020_m_000000_0,0,19158794
1445144423722_0020_m_000001_0,0,19211523
1445144423722_0020_m_000002_0,0,19212553
1445144423722_0020_m_000003_0,0,27765483
1445144423722_0020_m_000000_0,0,19158794
1445144423722_0020_m_000001_0,0,19211523
1445144423722_0020_m_000003_0,0,27765483
1445144423722_0020_m_000002_0,0,19212553
1445144423722_0020_m_000000_0,0,19158794
1445144423722_0020_m_000001_0,0,19211523
1445144423722_0020_m_000003_0,0,358454
1445144423722_0020_m_000002_0,0,19212553
1445144423722_0020_m_000003_0,0,36323506
1445144423722_0020_m_000000_0,0,19158794
1445144423722_0020_m_000001_0,0,19211523
1445144423722_0020_m_000002_0,0,19212553
1445144423722_0020_m_000003_0,0,36323506
1445144423722_0020_m_000000_0,0,19158794
1445144423722_0020_m_000001_0,0,20757815
1445144423722_0020_m_000002_0,0,19212553
1445144423722_0020_m_000003_0,0,36323506
1445144423722_0020_m_000000_0,0,19158794
1445144423722_0020_m_000001_0,0,24035259
1445144423722_0020_m_000002_0,0,22765201
1445144423722_0020_m_000003_0,0,4486067
1445144423722_0020_m_000000_0,0,19716828
1445144423722_0020_m_000001_0,0,26542902
1445144423722_0020_m_000002_0,0,26314905
1445144423722_0020_m_000003_0,0,4486067
1445144423722_0020_m_000000_0,0,23859076
1445144423722_0020_m_000001_0,0,27776006
1445144423722_0020_m_000002_0,0,27772525
1445144423722_0020_m_000003_0,0,4486067
1445144423722_0020_m_000001_0,0,27776006
1445144423722_0020_m_000000_0,0,2754006
1445144423722_0020_m_000002_0,0,27772525
1445144423722_0020_m_000003_0,0,5091932
1445144423722_0020_m_000001_0,0,27776006
1445144423722_0020_m_000000_0,0,27696857
1445144423722_0020_m_000003_0,0,5343203
1445144423722_0020_m_000002_0,0,27772525
1445144423722_0020_m_000003_0,0,5343203
1445144423722_0020_m_000001_0,0,27776006
1445144423722_0020_m_000000_0,0,27696857
1445144423722_0020_m_000002_0,0,27772525
1445144423722_0020_m_000003_0,0,5343203
1445144423722_0020_m_000001_0,0,27776006
1445144423722_0020_m_000002_0,0,27772525
1445144423722_0020_m_000000_0,0,27696857
