var1,var2,var3,var4,var5
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
msra-sa-41,8030,0,10,1000
