var1,var2
04DN8IQ.fareast.corp.microsoft.com,54883
MININT-FNANLI5.fareast.corp.microsoft.com,52368
MININT-FNANLI5.fareast.corp.microsoft.com,52368
MSRA-SA-41.fareast.corp.microsoft.com,7109
MSRA-SA-41.fareast.corp.microsoft.com,7109
MSRA-SA-41.fareast.corp.microsoft.com,7109
MSRA-SA-41.fareast.corp.microsoft.com,7109
MSRA-SA-41.fareast.corp.microsoft.com,7109
MSRA-SA-39.fareast.corp.microsoft.com,28345
MSRA-SA-39.fareast.corp.microsoft.com,28345
MSRA-SA-41.fareast.corp.microsoft.com,7109
MININT-FNANLI5.fareast.corp.microsoft.com,52368
MININT-FNANLI5.fareast.corp.microsoft.com,52368
