var1,var2,var3
1445144423722_0020_m_000002,attempt,1445144423722_0020_m_000000_0
1445144423722_0020_m_000003,attempt,1445144423722_0020_m_000001_0
1445144423722_0020_m_000004,attempt,1445144423722_0020_m_000002_0
1445144423722_0020_m_000005,attempt,1445144423722_0020_m_000003_0
1445144423722_0020_m_000007,attempt,1445144423722_0020_m_000005_0
1445144423722_0020_m_000006,attempt,1445144423722_0020_m_000004_0
1445144423722_0020_m_000008,attempt,1445144423722_0020_m_000006_0
1445144423722_0020_m_000009,attempt,1445144423722_0020_m_000007_0
1445144423722_0020_m_000010,attempt,1445144423722_0020_m_000008_0
1445144423722_0020_m_000011,attempt,1445144423722_0020_m_000009_0
