var1,var2,var3,var4
1514038530000,14,0,4
1514038530000,0,0,4
1514038530000,1,0,4
1514038531000,1,0,4
1514038531000,2,0,4
1514038532000,1,0,4
1514038533000,1,0,4
1514038533000,1,0,4
1514038534000,1,0,4
1514038535000,1,0,4
1514038535000,1,0,4
1514038536000,0,0,4
1514038536000,1,0,4
1514038536000,1,0,4
1514038537000,1,0,4
1514038538000,1,0,4
1514038538000,1,0,4
1514038539000,1,0,4
1514038539000,1,0,4
1514038540000,1,0,4
1514038541000,1,0,4
1514038541000,1,0,4
1514038542000,1,0,4
1514038542000,1,0,4
1514038543000,1,0,4
1514038544000,1,0,4
1514038544000,1,0,4
1514038545000,1,0,4
1514038546000,1,0,4
1514038546000,1,0,4
1514038547000,1,0,4
1514038548000,1,0,4
1514038548000,1,0,4
1514038549000,1,0,4
1514038550000,1,0,4
1514038550000,1,0,4
1514038551000,1,0,4
1514038552000,2,0,4
1514038553000,1,0,4
1514038554000,2,0,4
1514038555000,1,0,4
1514038556000,2,0,4
1514038556000,2,0,4
1514038558000,1,0,4
1514038560000,1,0,4
1514038561000,0,0,0
1514038639000,0,0,4
1514038641000,2,0,4
1514038641000,2,0,4
1514038642000,2,0,4
1514038642000,2,0,4
1514038643000,2,0,4
1514038643000,2,0,4
1514038644000,2,0,4
1514038644000,2,0,4
1514038645000,1,0,4
1514038645000,3,0,4
1514038648000,0,0,0
1514038665000,1,0,4
1514038666000,2,0,4
1514038666000,2,0,4
1514038667000,2,0,4
1514038667000,2,0,4
1514038668000,1,0,4
1514038668000,2,0,4
1514038669000,2,0,4
1514038669000,2,0,4
1514038670000,2,0,4
1514038670000,2,0,4
1514038671000,1,0,4
1514038671000,2,0,4
1514038672000,2,0,4
1514038672000,2,0,4
1514038673000,1,0,4
1514038674000,1,0,4
1514038675000,1,0,4
1514038676000,1,0,4
1514038677000,1,0,4
1514038678000,1,0,4
1514038678000,2,0,4
1514038680000,2,0,4
1514038682000,1,0,4
1514038683000,1,0,4
1514038686000,1,0,4
1514038686000,0,0,0
1514038748000,3,0,4
1514038749000,5,0,4
1514038749000,2,0,4
1514038750000,2,0,4
1514038750000,2,0,4
1514038751000,2,0,4
1514038751000,2,0,4
1514038752000,3,0,4
1514038752000,4,0,4
1514038753000,1,0,4
1514038755000,14,0,4
1514038756000,0,0,0
1514038756000,6,0,4
1514038798000,0,0,4
1514038798000,0,0,4
1514038799000,3,0,4
1514038799000,2,0,4
1514038800000,2,0,4
1514038800000,3,0,4
1514038801000,3,0,4
1514038801000,1,0,4
1514038802000,2,0,4
1514038802000,3,0,4
1514038803000,2,0,4
1514038803000,2,0,4
1514038804000,2,0,4
1514038805000,1,0,4
1514038806000,1,0,4
1514038808000,1,0,4
1514038808000,1,0,4
1514038813000,0,0,0
1514038816000,0,0,5
1514038819000,0,0,5
1514038879000,0,0,5
1514038939000,0,0,5
1514038999000,0,0,5
1514039059000,0,0,0
1514039062000,0,0,0
1514039091000,0,0,5
1514039093000,0,0,0
1514039098000,0,0,5
1514039112000,0,0,5
1514039172000,0,0,5
1514039232000,0,0,5
