var1,var2,var3
root,5.36.59.76,42393
root,112.95.230.3,45378
root,112.95.230.3,47068
root,112.95.230.3,49188
root,112.95.230.3,50999
root,112.95.230.3,52660
root,112.95.230.3,55618
root,112.95.230.3,57138
root,112.95.230.3,58304
root,112.95.230.3,59849
root,112.95.230.3,32977
root,112.95.230.3,35113
root,112.95.230.3,37035
root,112.95.230.3,39041
root,112.95.230.3,40388
root,112.95.230.3,42881
root,112.95.230.3,43981
root,112.95.230.3,44900
root,112.95.230.3,45699
root,112.95.230.3,46577
root,112.95.230.3,47836
root,112.95.230.3,49133
root,112.95.230.3,50655
root,112.95.230.3,51982
root,112.95.230.3,53584
root,123.235.32.19,40652
root,123.235.32.19,49720
root,123.235.32.19,45568
root,123.235.32.19,48588
root,123.235.32.19,50950
root,123.235.32.19,54024
root,123.235.32.19,57100
root,191.210.223.172,31473
uucp,195.154.37.122,59266
ftp,5.188.10.180,54715
uucp,103.207.39.212,51528
root,106.5.5.195,50719
root,103.99.0.122,49486
root,103.99.0.122,58123
uucp,103.99.0.122,64009
sshd,103.99.0.122,51359
root,103.99.0.122,59841
ftp,103.99.0.122,56079
root,103.99.0.122,57956
root,187.141.143.180,33314
root,187.141.143.180,34508
root,187.141.143.180,35685
root,187.141.143.180,36902
root,187.141.143.180,38180
root,187.141.143.180,39319
root,187.141.143.180,40414
root,187.141.143.180,41834
root,187.141.143.180,43092
root,187.141.143.180,44328
root,187.141.143.180,45696
root,187.141.143.180,47004
root,187.141.143.180,48339
root,187.141.143.180,49674
root,187.141.143.180,50880
root,187.141.143.180,52176
root,187.141.143.180,53403
root,187.141.143.180,54560
root,187.141.143.180,55849
root,187.141.143.180,57037
root,187.141.143.180,58386
root,187.141.143.180,59705
root,187.141.143.180,60924
root,187.141.143.180,34001
root,187.141.143.180,35172
root,187.141.143.180,36419
root,187.141.143.180,37678
root,187.141.143.180,38937
root,187.141.143.180,40297
root,187.141.143.180,41667
root,187.141.143.180,42938
root,187.141.143.180,44414
root,187.141.143.180,45661
root,187.141.143.180,46878
root,187.141.143.180,48241
root,187.141.143.180,49494
root,187.141.143.180,50811
root,187.141.143.180,52212
root,187.141.143.180,53589
root,187.141.143.180,54980
root,187.141.143.180,56377
root,187.141.143.180,57704
root,187.141.143.180,59080
root,187.141.143.180,60433
root,187.141.143.180,33456
root,187.141.143.180,46973
git,187.141.143.180,33532
ftp,187.141.143.180,36704
uucp,103.207.39.16,42435
mysql,187.141.143.180,51060
mysql,187.141.143.180,52586
git,187.141.143.180,53992
root,104.192.3.34,56524
root,60.2.12.12,63646
root,60.2.12.12,65244
root,60.2.12.12,10217
root,60.2.12.12,15145
root,60.2.12.12,20658
root,183.62.140.253,34263
root,183.62.140.253,34712
root,183.62.140.253,35013
root,183.62.140.253,35457
root,183.62.140.253,35825
root,183.62.140.253,36196
root,183.62.140.253,36525
root,183.62.140.253,36961
root,183.62.140.253,37270
root,183.62.140.253,37652
root,183.62.140.253,37999
root,183.62.140.253,38375
root,183.62.140.253,38647
root,183.62.140.253,39004
root,183.62.140.253,39410
root,183.62.140.253,39827
root,183.62.140.253,40213
root,183.62.140.253,40631
root,183.62.140.253,41083
root,183.62.140.253,41526
root,183.62.140.253,41908
root,183.62.140.253,42246
root,183.62.140.253,42606
root,183.62.140.253,42931
root,183.62.140.253,43391
root,183.62.140.253,43821
root,183.62.140.253,44163
root,183.62.140.253,44590
root,183.62.140.253,45079
root,183.62.140.253,45512
root,183.62.140.253,45902
root,183.62.140.253,46273
root,183.62.140.253,46626
git,183.62.140.253,48527
root,183.62.140.253,50263
root,183.62.140.253,50726
root,183.62.140.253,51066
root,183.62.140.253,51502
root,183.62.140.253,51925
root,183.62.140.253,52269
root,183.62.140.253,52663
root,183.62.140.253,52962
root,183.62.140.253,53309
root,183.62.140.253,53697
root,183.62.140.253,54137
root,183.62.140.253,54466
root,183.62.140.253,54954
root,183.62.140.253,55249
root,183.62.140.253,55676
root,183.62.140.253,56091
root,183.62.140.253,56499
root,183.62.140.253,56850
root,183.62.140.253,57292
root,183.62.140.253,57660
root,183.62.140.253,58028
root,183.62.140.253,58556
root,183.62.140.253,58889
root,183.62.140.253,59321
root,183.62.140.253,59788
root,183.62.140.253,60209
root,183.62.140.253,60656
root,183.62.140.253,32879
root,183.62.140.253,33304
root,183.62.140.253,33781
root,183.62.140.253,34226
root,183.62.140.253,34711
root,183.62.140.253,35021
root,183.62.140.253,35353
root,183.62.140.253,35810
root,183.62.140.253,36265
root,183.62.140.253,36644
root,183.62.140.253,37080
root,183.62.140.253,37388
root,183.62.140.253,37894
root,183.62.140.253,38431
root,183.62.140.253,38767
root,183.62.140.253,39237
root,183.62.140.253,39715
root,183.62.140.253,40121
root,183.62.140.253,40676
root,183.62.140.253,40993
root,183.62.140.253,41439
root,183.62.140.253,41872
root,183.62.140.253,42308
root,183.62.140.253,42836
root,183.62.140.253,43213
root,183.62.140.253,43666
root,183.62.140.253,43984
root,183.62.140.253,44456
root,183.62.140.253,44921
root,183.62.140.253,45256
root,183.62.140.253,45620
root,183.62.140.253,46013
root,183.62.140.253,46485
root,183.62.140.253,46880
root,183.62.140.253,47331
root,183.62.140.253,47653
root,183.62.140.253,48088
root,183.62.140.253,48505
root,183.62.140.253,48911
root,183.62.140.253,49345
root,183.62.140.253,49810
root,183.62.140.253,50215
root,183.62.140.253,50545
root,183.62.140.253,51094
root,183.62.140.253,51538
root,183.62.140.253,51965
root,183.62.140.253,52316
root,183.62.140.253,52590
root,183.62.140.253,53021
root,183.62.140.253,53440
root,183.62.140.253,53891
root,183.62.140.253,54339
root,183.62.140.253,54699
root,183.62.140.253,55069
root,183.62.140.253,55577
root,183.62.140.253,55956
root,183.62.140.253,56319
root,183.62.140.253,56847
root,183.62.140.253,57092
root,183.62.140.253,57485
root,183.62.140.253,57998
root,183.62.140.253,58430
root,183.62.140.253,58882
root,183.62.140.253,59160
root,183.62.140.253,59470
root,183.62.140.253,59905
root,183.62.140.253,60413
root,183.62.140.253,60834
root,183.62.140.253,32995
root,183.62.140.253,33258
root,183.62.140.253,33635
root,183.62.140.253,34091
root,183.62.140.253,34545
root,183.62.140.253,34849
root,183.62.140.253,35260
root,183.62.140.253,35525
root,183.62.140.253,35893
root,183.62.140.253,36335
root,183.62.140.253,36747
root,183.62.140.253,37033
root,183.62.140.253,37478
root,183.62.140.253,37854
root,183.62.140.253,38241
root,183.62.140.253,38693
root,183.62.140.253,39008
root,183.62.140.253,39309
root,183.62.140.253,39714
root,183.62.140.253,40110
root,183.62.140.253,40454
root,183.62.140.253,40862
root,183.62.140.253,41156
root,183.62.140.253,41452
root,183.62.140.253,41860
root,183.62.140.253,42239
root,183.62.140.253,42564
root,183.62.140.253,42948
root,183.62.140.253,43414
root,183.62.140.253,43714
root,183.62.140.253,44125
root,183.62.140.253,44532
root,183.62.140.253,44861
root,183.62.140.253,45203
root,183.62.140.253,45599
root,183.62.140.253,46008
