var1,var2,var3,var4
0,0,5.36.59.76.dynamic-dsl-ip.omantel.net.om ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,112.95.230.3 ,root
0,0,123.235.32.19 ,root
0,0,123.235.32.19 ,root
0,0,123.235.32.19 ,root
0,0,123.235.32.19 ,root
0,0,123.235.32.19 ,root
0,0,123.235.32.19 ,root
0,0,123.235.32.19 ,root
0,0,191.210.223.172 ,root
0,0,195.154.37.122 ,uucp
0,0,5.188.10.180 ,ftp
0,0,103.207.39.212 ,uucp
0,0,106.5.5.195 ,root
0,0,103.99.0.122 ,root
0,0,103.99.0.122 ,root
0,0,103.99.0.122 ,uucp
0,0,103.99.0.122 ,sshd
0,0,103.99.0.122 ,root
0,0,103.99.0.122 ,ftp
0,0,103.99.0.122 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,root
0,0,187.141.143.180 ,git
0,0,187.141.143.180 ,ftp
0,0,103.207.39.16 ,uucp
0,0,187.141.143.180 ,mysql
0,0,187.141.143.180 ,mysql
0,0,187.141.143.180 ,git
0,0,104.192.3.34 ,root
0,0,60.2.12.12 ,root
0,0,60.2.12.12 ,root
0,0,60.2.12.12 ,root
0,0,60.2.12.12 ,root
0,0,60.2.12.12 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,git
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
0,0,183.62.140.253 ,root
