var1,var2
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
103.99.0.122,14
