var1,var2
30546173,4261722401
30546173,4262462443
30546173,4267072707
30546173,4268042763
30546173,4271022933
30546173,4275933214
30546173,4280593480
30546173,4280603481
30546173,4280613482
30546173,4280613483
30546173,4280623482
30546173,4280633483
30546173,4280633484
30546173,4281313522
30546173,4285113739
30546173,4286503818
30546173,4286853838
30546173,4286873840
30546173,4289083966
30546173,4289704001
30546173,4294144255
30546173,4294174257
30546174,187017
30546174,857056
30546174,1497092
30546174,1767108
30546174,2037123
30546174,2217133
30546174,2817168
30546174,8087469
30546174,9517551
30546174,9817568
30546174,9927574
30546174,10127586
30546174,10517608
30546174,10537609
30546174,11037638
30546174,17007979
30546174,17668017
30546174,17818026
30546174,18178046
30546174,18398059
30546174,20238164
30546174,20328169
30546174,20448176
30546174,20458177
30546174,20518180
30546174,20798196
30546174,21498236
30546174,21518237
30546174,21788253
30546174,21808254
30546174,21868257
30546174,21888258
30546174,21968263
30546174,22008265
30546174,22048268
30546174,22448291
30546174,22538296
30546174,22828312
30546174,23648359
30546174,23668360
30546174,23938376
30546174,24168389
30546174,25138444
30546174,25988493
30546174,27448577
30546174,27518581
30546174,27548582
30546174,27568583
30546174,27758594
30546174,27818598
30546174,28288625
30546174,28528638
30546174,30478750
30546174,35199020
30546174,35469035
30546174,35509038
30546174,35659046
30546174,35689048
30546174,36019067
30546174,40939348
30546174,41309369
30546174,43049469
30546174,43479493
30546174,43599500
30546174,44439548
30546174,44469550
30546174,44629559
30546174,45239594
30546174,45309598
30546174,46439663
30546174,46879688
30546174,46979694
30546174,48029754
30546174,48659790
30546174,48769796
30546174,48809798
30546174,49059813
30546174,49089814
30546174,49109815
30546174,49119816
30546174,49199821
30546174,49409833
30546174,49899861
30546174,50419890
30546174,50799912
30546174,79961580
30546174,84291828
30546174,84441836
30546174,84491839
30546174,84891862
30546174,85221881
30546174,85241882
30546174,85811915
30546174,88182050
30546174,88262055
30546174,88342059
30546174,88462066
30546174,88482067
30546174,88742082
30546174,89042099
30546174,89092102
30546174,89122104
30546174,89272113
30546174,89322115
30546174,89562129
30546174,89962152
30546174,90352174
30546174,90632190
30546174,90692194
30546174,90722196
30546174,90802200
30546174,90832202
30546174,90912206
30546174,91002212
30546174,91262226
30546174,91282228
30546174,91382233
30546174,91422236
30546174,91472238
30546174,91532242
30546174,91592245
30546174,91672250
30546174,92052272
30546174,92302286
30546174,93492354
30546174,93642363
30546174,94042385
30546174,94182393
30546174,94222396
30546174,94392405
30546174,94722424
30546174,97232568
30546174,97282571
30546174,97402578
30546174,97982611
30546174,98162621
30546174,99082674
30546174,99222682
30546174,99252683
