var1,var2
com.apple.Addres,31211
com.apple.Addres,31376
com.apple.Addres,31382
com.apple.Addres,31588
com.apple.Addres,32626
com.apple.Addres,32992
com.apple.Addres,33047
com.apple.Addres,33056
com.apple.Addres,33139
com.apple.Addres,33139
com.apple.Addres,33476
com.apple.Addres,33523
com.apple.Addres,33562
com.apple.Addres,34830
com.apple.Addres,35762
com.apple.Addres,36227
com.apple.Addres,36332
com.apple.Addres,36461
com.apple.Addres,36461
com.apple.Addres,36491
com.apple.Addres,36919
com.apple.Addres,37617
com.apple.Addres,37682
com.apple.Addres,37725
com.apple.Addres,37745
com.apple.Addres,38132
com.apple.Addres,38179
com.apple.Addres,38210
com.apple.Addres,38210
