var1,var2
icloud.fmfd.heartbeat,439034
Safari.SafeBrowsing.Update,2450
icloud.fmfd.heartbeat,438666
Safari.SafeBrowsing.Update,2165
EscrowSecurityAlert.daily,13090
Safari.SafeBrowsing.Update,2039
icloud.fmfd.heartbeat,438274
Safari.SafeBrowsing.Update,1849
icloud.fmfd.heartbeat,438095
Safari.SafeBrowsing.Update,1268
CacheDelete.daily,12119
icloud.fmfd.heartbeat,437673
CacheDelete.daily,12087
EscrowSecurityAlert.daily,10602
suggestions.harvest,16227
suggestions.harvest,16034
Safari.SafeBrowsing.Update,1277
suggestions.harvest,15759
EscrowSecurityAlert.daily,4439
EscrowSecurityAlert.daily,4429
EscrowSecurityAlert.daily,4187
CacheDelete.daily,4099
suggestions.harvest,15323
icloud.fmfd.heartbeat,427826
EscrowSecurityAlert.daily,2350
EscrowSecurityAlert.daily,1542
CacheDelete.daily,1428
icloud.fmfd.heartbeat,424575
ical.sync.x-coredata://DB05755C-483D-44B7-B93B-ED06E57FF420/CalDAVPrincipal/p11,59
Safari.SafeBrowsing.Update,49
Safari.SafeBrowsing.Update,2262
icloud.fmfd.heartbeat,318966
icloud.fmfd.heartbeat,318156
suggestions.harvest,3498
icloud.fmfd.heartbeat,314896
Safari.SafeBrowsing.Update,106
CacheDelete.daily,61304
SoftwareUpdate.Activity,6349
SoftwareUpdate.Activity,6306
SoftwareUpdate.Activity,5533
EscrowSecurityAlert.daily,44944
suggestions.harvest,9749
Safari.SafeBrowsing.Update,1883
icloud.fmfd.heartbeat,207556
icloud.fmfd.heartbeat,206850
icloud.fmfd.heartbeat,206840
EscrowSecurityAlert.daily,39837
CacheDelete.daily,38276
suggestions.harvest,3199
Safari.SafeBrowsing.Update,1728
Safari.SafeBrowsing.Update,1728
suggestions.harvest,1732
CacheDelete.daily,34623
EscrowSecurityAlert.daily,31785
EscrowSecurityAlert.daily,29590
EscrowSecurityAlert.daily,28123
Safari.SafeBrowsing.Update,1077
icloud.fmfd.heartbeat,192946
CacheDelete.daily,23884
icloud.fmfd.heartbeat,190238
CacheDelete.daily,23852
icloud.fmfd.heartbeat,189428
Safari.SafeBrowsing.Update,1852
Safari.SafeBrowsing.Update,1847
Safari.SafeBrowsing.Update,215
Safari.SafeBrowsing.Update,6
icloud.fmfd.heartbeat,187547
icloud.fmfd.heartbeat,186599
icloud.fmfd.heartbeat,185770
suggestions.harvest,9995
icloud.fmfd.heartbeat,183327
icloud.fmfd.heartbeat,183327
icloud.fmfd.heartbeat,182511
icloud.fmfd.heartbeat,181657
suggestions.harvest,5144
Safari.SafeBrowsing.Update,138
CacheDelete.daily,12051
CacheDelete.daily,11173
Safari.SafeBrowsing.Update,1737
EscrowSecurityAlert.daily,10319
suggestions.harvest,43063
CacheDelete.daily,8416
EscrowSecurityAlert.daily,8500
CacheDelete.daily,7615
Safari.SafeBrowsing.Update,1609
CacheDelete.daily,5970
icloud.fmfd.heartbeat,172284
CacheDelete.daily,5688
Safari.SafeBrowsing.Update,1878
icloud.fmfd.heartbeat,170391
icloud.fmfd.heartbeat,168082
EscrowSecurityAlert.daily,177
Safari.SafeBrowsing.Update,1769
SoftwareUpdate.Activity,4045
icloud.fmfd.heartbeat,151433
SoftwareUpdate.Activity,3226
suggestions.harvest,40
suggestions.harvest,42431
Safari.SafeBrowsing.Update,1867
suggestions.harvest,36678
Safari.SafeBrowsing.Update,215
icloud.fmfd.heartbeat,139865
icloud.fmfd.heartbeat,139095
suggestions.harvest,35003
icloud.fmfd.heartbeat,139057
icloud.fmfd.heartbeat,138144
Safari.SafeBrowsing.Update,132
icloud.fmfd.heartbeat,135670
Safari.SafeBrowsing.Update,1843
Safari.SafeBrowsing.Update,978
EscrowSecurityAlert.daily,12754
SoftwareUpdate.Activity,7518
Safari.SafeBrowsing.Update,258
CacheDelete.daily,65594
SoftwareUpdate.Activity,5880
suggestions.harvest,16680
suggestions.harvest,15823
suggestions.harvest,15002
icloud.fmfd.heartbeat,524667
CacheDelete.daily,63122
icloud.fmfd.heartbeat,524657
SoftwareUpdate.Activity,2593
icloud.fmfd.heartbeat,523840
CacheDelete.daily,62280
CacheDelete.daily,43840
SoftwareUpdate.Activity,5703
CacheDelete.daily,38922
Safari.SafeBrowsing.Update,893
icloud.fmfd.heartbeat,498005
EscrowSecurityAlert.daily,35733
CacheDelete.daily,33204
EscrowSecurityAlert.daily,33282
suggestions.harvest,106
CacheDelete.daily,31570
icloud.fmfd.heartbeat,491488
Safari.SafeBrowsing.Update,1002
Safari.SafeBrowsing.Update,1002
CacheDelete.daily,29108
Safari.SafeBrowsing.Update,1065
EscrowSecurityAlert.daily,26744
CacheDelete.daily,26656
icloud.fmfd.heartbeat,488163
EscrowSecurityAlert.daily,25947
CacheDelete.daily,25042
EscrowSecurityAlert.daily,25077
CacheDelete.daily,21754
CacheDelete.daily,20786
icloud.fmfd.heartbeat,481541
icloud.fmfd.heartbeat,479780
CacheDelete.daily,14028
icloud.fmfd.heartbeat,474773
icloud.fmfd.heartbeat,473935
CacheDelete.daily,11575
icloud.fmfd.heartbeat,472301
Safari.SafeBrowsing.Update,845
CacheDelete.daily,9959
EscrowSecurityAlert.daily,10028
EscrowSecurityAlert.daily,9219
Safari.SafeBrowsing.Update,40
EscrowSecurityAlert.daily,68031
Safari.SafeBrowsing.Update,2889
CacheDelete.daily,67203
icloud.fmfd.heartbeat,442301
icloud.fmfd.heartbeat,441483
SoftwareUpdate.Activity,4223
CacheDelete.daily,65558
