var1,var2,var3
621241,634070,2607:f140:6000:8:c6b3:1ff:fecd:467f
621389,379319,2607:f140:6000:8:c6b3:1ff:fecd:467f
627141,702095,2607:f140:6000:8:c6b3:1ff:fecd:467f
661708,530713,fe80:0:0:0:c6b3:1ff:fecd:467f
661915,168735,2607:f140:6000:8:4de9:a101:c96c:f28b
662096,028575,2607:f140:6000:8:4de9:a101:c96c:f28b
671682,028482,fe80:0:0:0:c6b3:1ff:fecd:467f
672405,912863,2607:f140:400:a01b:c6b3:1ff:fecd:467f
672487,663921,2607:f140:400:a01b:c6b3:1ff:fecd:467f
673002,849007,fe80:0:0:0:c6b3:1ff:fecd:467f
698348,781411,2607:f140:400:a01b:1c57:7ef3:8f8e:5a10
698894,284410,fe80:0:0:0:c6b3:1ff:fecd:467f
699815,080622,fe80:0:0:0:c6b3:1ff:fecd:467f
700311,376442,2607:f140:6000:8:c6b3:1ff:fecd:467f
700626,024536,2607:f140:6000:8:c6b3:1ff:fecd:467f
700863,801551,fe80:0:0:0:c6b3:1ff:fecd:467f
700919,494551,fe80:0:0:0:c6b3:1ff:fecd:467f
712604,204993,fe80:0:0:0:c6b3:1ff:fecd:467f
739481,576701,2607:f140:6000:8:c6b3:1ff:fecd:467f
739605,015490,2607:f140:6000:8:cc53:3e31:ccd8:11d4
740501,982555,fe80:0:0:0:c6b3:1ff:fecd:467f
744650,016431,2607:f140:6000:8:f882:21d2:d1af:f093
762900,518967,2607:f140:6000:8:3065:65eb:758e:972a
763490,115579,2607:f140:6000:8:c6b3:1ff:fecd:467f
764299,017125,2607:f140:6000:8:9cb8:f7f2:7c03:f956
764361,057441,2607:f140:6000:8:9cb8:f7f2:7c03:f956
783790,553857,2607:f140:6000:8:c6b3:1ff:fecd:467f
790564,863081,2607:f140:6000:8:c6b3:1ff:fecd:467f
