var1,var2,var3,var4,var5
0,0x0,0x0,11,0
0,0x0,0x0,11,0
0,0x0,0x0,11,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,11,0
0,0x0,0x0,11,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,11,0
0,0x0,0x0,12,0
0,0x0,0x0,11,0
0,0x0,0x0,11,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,11,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,11,0
0,0x0,0x0,12,0
0,0x0,0x0,11,0
0,0x0,0x0,11,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,11,0
0,0x0,0x0,11,0
0,0x0,0x0,11,0
0,0x0,0x0,12,0
0,0x0,0x0,12,0
0,0x0,0x0,11,0
0,0x0,0x0,12,0
0,0x0,0x0,11,0
