var1,var2
10.10.34.11,45307
10.10.34.13,57707
10.10.34.11,45382
10.10.34.11,45440
10.10.34.13,57895
10.10.34.12,47727
10.10.34.13,58035
10.10.34.12,47838
10.10.34.13,58116
10.10.34.11,45957
10.10.34.13,58303
10.10.34.12,48096
10.10.34.12,48141
10.10.34.13,58421
10.10.34.11,46128
10.10.34.13,58452
10.10.34.11,46173
10.10.34.12,48280
10.10.34.13,58565
10.10.34.12,48413
10.10.34.11,46329
10.10.34.11,46360
10.10.34.11,46424
10.10.34.11,46440
10.10.34.12,48600
10.10.34.11,46519
10.10.34.11,46552
10.10.34.13,59016
10.10.34.12,48811
10.10.34.13,59037
10.10.34.13,59078
10.10.34.11,46798
10.10.34.11,46812
10.10.34.13,59130
10.10.34.12,48922
10.10.34.11,47327
10.10.34.11,47351
10.10.34.11,47366
10.10.34.11,47390
10.10.34.13,59614
10.10.34.11,47472
10.10.34.13,59689
10.10.34.13,59706
10.10.34.13,59722
10.10.34.11,47540
10.10.34.11,47571
10.10.34.11,47615
10.10.34.12,49588
10.10.34.12,49610
10.10.34.13,59925
10.10.34.11,47885
10.10.34.12,49806
10.10.34.13,60070
10.10.34.12,49940
10.10.34.12,50043
10.10.34.13,60366
10.10.34.11,48289
10.10.34.13,60423
10.10.34.13,60489
10.10.34.12,50332
10.10.34.12,50354
10.10.34.11,48503
10.10.34.12,50434
10.10.34.11,48563
10.10.34.11,48609
10.10.34.11,48612
10.10.34.13,60717
10.10.34.13,60726
10.10.34.12,50526
10.10.34.13,60750
10.10.34.12,50546
10.10.34.12,50597
10.10.34.13,60834
10.10.34.12,50633
10.10.34.11,48814
10.10.34.11,48817
10.10.34.13,60918
10.10.34.13,60984
10.10.34.13,60996
10.10.34.12,50849
10.10.34.11,49023
10.10.34.13,32891
10.10.34.13,32924
10.10.34.13,33010
10.10.34.11,49204
10.10.34.12,51050
10.10.34.12,51104
10.10.34.13,33165
10.10.34.13,33198
10.10.34.13,33225
10.10.34.13,33250
10.10.34.13,33255
10.10.34.13,33266
10.10.34.12,51296
10.10.34.13,33282
10.10.34.11,49518
10.10.34.12,51380
10.10.34.12,34051
10.10.34.12,54788
10.10.34.13,42624
10.10.34.13,42634
10.10.34.12,54830
10.10.34.12,54857
10.10.34.13,42747
10.10.34.11,58282
10.10.34.13,42813
10.10.34.13,42885
10.10.34.13,42917
10.10.34.13,42926
10.10.34.12,55289
10.10.34.11,58635
10.10.34.11,58652
10.10.34.12,55346
10.10.34.13,43233
10.10.34.11,58764
10.10.34.11,58787
10.10.34.11,58823
10.10.34.13,43358
10.10.34.11,58865
10.10.34.12,55548
10.10.34.12,55648
10.10.34.13,43557
10.10.34.13,43606
10.10.34.12,55803
10.10.34.13,43693
10.10.34.13,43730
10.10.34.11,59250
10.10.34.12,55929
10.10.34.11,59416
10.10.34.12,56057
10.10.34.11,59489
10.10.34.12,56093
10.10.34.13,43921
10.10.34.11,59513
10.10.34.12,56154
10.10.34.12,56173
10.10.34.11,59657
10.10.34.11,59688
10.10.34.11,59703
10.10.34.12,56270
10.10.34.12,56322
10.10.34.11,59783
10.10.34.12,56339
10.10.34.11,59852
10.10.34.11,59897
