var1,var2
10.10.34.13,37196
10.10.34.26,56952
10.10.34.30,38562
10.10.34.36,32876
10.10.34.11,45997
10.10.34.11,49346
10.10.34.29,39387
10.10.34.12,34568
10.10.34.11,40061
10.10.34.11,54839
10.10.34.18,36934
10.10.34.30,43278
10.10.34.14,46136
10.10.34.16,56610
10.10.34.11,50822
10.10.34.11,50926
10.10.34.11,51168
10.10.34.21,51245
10.10.34.35,38016
10.10.34.17,46387
10.10.34.11,48701
10.10.34.11,54078
10.10.34.18,40006
10.10.34.11,54134
10.10.34.13,52310
10.10.34.12,54230
10.10.34.34,56149
10.10.34.25,44785
10.10.34.11,51260
10.10.34.11,51562
10.10.34.12,36358
10.10.34.40,39952
10.10.34.13,54298
10.10.34.13,54310
10.10.34.12,59235
10.10.34.41,54923
10.10.34.11,35811
10.10.34.11,37021
10.10.34.11,37330
10.10.34.12,59323
10.10.34.12,59359
10.10.34.13,54649
10.10.34.11,41732
10.10.34.13,50180
10.10.34.13,50224
10.10.34.24,37975
10.10.34.39,51758
10.10.34.23,51828
