var1,var2
10.10.34.19,33425
10.10.34.11,50286
10.10.34.11,50301
10.10.34.11,50402
10.10.34.20,56414
10.10.34.11,53821
10.10.34.12,45668
10.10.34.12,45675
10.10.34.11,54632
10.10.34.11,54738
10.10.34.12,43125
10.10.34.21,37904
10.10.34.11,40061
10.10.34.40,58713
10.10.34.15,54175
10.10.34.12,58349
10.10.34.12,58913
10.10.34.13,37229
10.10.34.12,54610
10.10.34.27,32782
10.10.34.11,53468
10.10.34.13,37600
10.10.34.11,52866
10.10.34.11,53422
10.10.34.11,54576
10.10.34.35,59458
10.10.34.11,57796
10.10.34.12,54235
10.10.34.40,42622
10.10.34.41,45882
10.10.34.11,50990
10.10.34.12,36322
10.10.34.21,53818
10.10.34.17,51260
10.10.34.38,43508
10.10.34.39,45022
10.10.34.13,54387
10.10.34.11,51097
10.10.34.11,51393
10.10.34.13,50253
10.10.34.13,58180
