var1,var2,var3,var4
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
proxy.cse.cuhk.edu.hk,5070,proxy.cse.cuhk.edu.hk,5070
