var1,var2,var3,var4,var5
qa.sockets.stackexchange.com,443,proxy.cse.cuhk.edu.hk,5070,10061
13.client-channel.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
13.client-channel.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
13.client-channel.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
www.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
client-cf.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
qa.sockets.stackexchange.com,443,proxy.cse.cuhk.edu.hk,5070,10061
16.client-channel.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
www.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
16.client-channel.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
www.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
mtalk.google.com,5228,proxy.cse.cuhk.edu.hk,5070,10061
www.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
client-lb.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
16.client-channel.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
16.client-channel.google.com,443,proxy.cse.cuhk.edu.hk,5070,10061
bolt.dropbox.com,443,proxy.cse.cuhk.edu.hk,5070,10061
