var1,var2
148,5.5.226.0
26,5.5.226.0
120,5.5.226.0
142,0.0.0.0
73,5.5.226.0
252,5.5.226.0
163,0.0.0.0
186,5.5.226.0
176,5.5.226.0
237,5.5.226.0
157,5.5.226.0
214,5.5.226.0
45,5.5.224.0
151,5.5.224.0
29,0.0.0.0
87,5.5.224.0
203,5.5.224.0
113,5.5.224.0
104,5.5.224.0
193,5.5.224.0
139,5.5.224.0
143,5.5.224.0
106,0.0.0.0
7,5.5.224.0
240,5.5.224.0
204,5.5.224.0
46,5.5.224.0
150,5.5.224.0
91,5.5.224.0
44,5.5.224.0
244,5.5.224.0
17,0.0.0.0
202,5.5.224.0
205,5.5.224.0
44,5.5.224.0
187,5.5.224.0
221,5.5.224.0
189,5.5.224.0
218,5.5.224.0
94,5.5.224.0
77,5.5.224.0
178,0.0.0.0
161,0.0.0.0
73,0.0.0.0
