var1,var2
129,10.128.0.0
24,10.128.0.0
232,10.128.0.0
17,10.128.0.0
241,10.128.0.0
173,10.128.0.0
189,10.128.0.0
205,10.128.0.0
155,10.128.0.0
75,10.128.0.0
9,10.128.0.0
208,10.128.0.0
139,10.128.0.0
84,10.128.0.0
217,10.128.0.0
202,10.128.0.0
254,10.128.0.0
234,10.128.0.0
244,10.128.0.0
30,10.128.0.0
44,10.128.0.0
255,10.128.0.0
188,10.128.0.0
72,10.128.0.0
152,10.128.0.0
142,10.128.0.0
45,10.128.0.0
233,10.128.0.0
23,10.128.0.0
190,10.128.0.0
84,10.128.0.0
19,10.128.0.0
253,10.128.0.0
29,10.128.0.0
86,10.128.0.0
42,10.128.0.0
26,10.128.0.0
182,10.128.0.0
69,10.128.0.0
183,10.128.0.0
212,10.128.0.0
248,10.128.0.0
176,10.128.0.0
176,10.128.0.0
171,10.128.0.0
