var1,var2
64,/bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm
64,/bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm
64,/bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm
1,/bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm
64,/bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm
128,/home/germann2/BGL-demo/SPaSM_mpi
128,/home/germann2/BGL-demo/SPaSM_mpi
128,/home/germann2/BGL-demo/SPaSM_mpi
128,/home/germann2/BGL-demo/SPaSM_mpi
128,/home/germann2/BGL-demo/SPaSM_mpi
128,/home/germann2/BGL-demo/SPaSM_mpi
128,/home/germann2/BGL-demo/SPaSM_mpi
128,/home/germann2/BGL-demo/SPaSM_mpi
64,IMB-MPI1.2MB_perf
128,/bgl/apps/SWL/stability/DDCMD//ddcMDbglV
64,/home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts
108,/home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts
64,/home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts
58,/home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts
64,/home/rfisher/sodscaling/flash2
128,/g/g20/valone1/SPaSM-shock/SPaSM_mpi
128,/g/g24/germann2/BGL-demo/SPaSM_mpi
128,/bgl/apps/followup/SPaSM_static/SPaSM_mpi.new_comp
128,/bgl/apps/followup/SPaSM_static/SPaSM_mpi.rel2
64,/bgl/apps/followup/hellow/a.out.1111
64,/bgl/apps/followup/hellow/a.out.1111
128,/g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV
128,/g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV
128,/g/g24/germann2/SPaSM_static/SPaSM_mpi
128,/g/g24/germann2/SPaSM_mini/MEAM/r13
