var1,var2,var3,var4
96abccce-8d1f-4e07-b6d1-4b2ab87e23b4,2048,20,1
b562ef10-ba2d-48ae-bf4a-18666cba4a51,2048,20,1
78dc1847-8848-49cc-933e-9239b12c9dcf,2048,20,1
95960536-049b-41f6-9049-05fc479b6a7c,2048,20,1
7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5,2048,20,1
af5f7392-f7d4-4298-b647-c98924c64aa1,2048,20,1
ae3a1b5d-eec1-45bb-b76a-c59d83b1471f,2048,20,1
43204226-2f87-4da7-b7ee-4d20cc66e846,2048,20,1
fecdd5a9-3ca0-4c82-9336-63b7774f738e,2048,20,1
63a0d960-70b6-44c6-b606-491478a5cadf,2048,20,1
d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c,2048,20,1
17288ea8-cbf4-4f0e-94fe-853fd2735f29,2048,20,1
70c1714b-c11b-4c88-b300-239afe1f5ff8,2048,20,1
bf8c824d-f099-4433-a41e-e3da7578262e,2048,20,1
be793e89-2cc3-4f99-9884-9c6a624a84bc,2048,20,1
a015cf14-84bb-4156-a48d-7c4824ac7a9d,2048,20,1
d96a117b-0193-4549-bdcc-63b917273d1d,2048,20,1
d6b7bd36-2943-4363-9235-fffdd89ea40e,2048,20,1
127e769a-4fe6-4548-93b1-513ac51e0452,2048,20,1
c62f4f25-982c-4ea2-b5e4-93000edfcfbf,2048,20,1
faf974ea-cba5-4e1b-93f4-3a3bc606006f,2048,20,1
