var1,var2
6725,10
6726,8
6728,6
6736,10
6733,7
6734,9
6738,6
6741,9
6740,7
6737,8
6748,6
6744,10
6745,8
6750,7
6751,9
6752,10
6754,8
6755,6
6756,7
6763,10
6766,6
6767,7
6765,8
6768,9
8527,10
8533,8
8536,6
8539,7
8541,9
8547,10
8554,6
8553,8
8560,7
8565,9
8573,10
8584,7
8587,9
8603,10
8605,8
8764,10
8765,11
8763,9
8744,8
8743,7
8738,6
8766,12
25792,6
25798,7
25803,8
25805,9
1000,10
32347,6
32348,7
32352,9
32353,10
32354,6
32359,9
32360,11
32358,8
32355,7
32388,8
32387,7
32386,6
32389,9
32391,10
32390,8
32392,6
32410,7
32411,9
32423,9
32422,8
32419,6
32421,11
32420,7
32424,10
32425,6
32432,7
32434,9
32433,8
32435,10
32436,6
32437,7
32438,8
32440,10
32439,9
32441,6
32442,7
32443,8
32444,9
32445,10
32447,7
32446,6
32448,8
32449,9
32450,10
32452,7
32451,6
32454,7
32453,8
32455,9
32467,9
32464,8
32465,7
32466,11
32457,6
32475,8
32478,11
32477,10
32479,6
32480,8
32476,7
32483,7
32507,9
32529,6
32528,10
32548,9
32546,8
32547,7
32549,10
32550,6
32551,8
32552,7
32554,10
32553,9
32556,8
32555,6
32557,7
32558,9
32560,6
32561,8
32563,9
32564,10
32565,11
32575,6
32576,7
32569,9
32572,10
32577,11
32578,8
32580,6
32581,7
32579,9
32582,10
32584,9
32583,8
32585,6
32587,10
32586,7
32588,8
32592,10
32591,7
32594,6
32593,8
32597,10
32600,9
32601,7
32605,9
32604,6
32622,7
32623,11
32624,8
32621,9
32626,6
32627,9
32628,7
32630,8
32629,10
32633,9
32634,11
32632,7
32636,6
32637,7
32638,9
32640,8
32641,6
32642,7
32646,6
32648,9
32652,7
32649,10
32651,6
32650,8
32660,6
32658,10
32659,8
32657,9
32663,10
32664,8
32670,6
32667,9
32668,10
32669,8
32671,7
32674,8
32672,9
32673,10
32675,6
32677,7
32676,9
32678,10
32679,8
32680,6
32681,9
32682,7
32683,10
32685,6
32688,11
32695,8
32696,6
32701,10
32702,11
32711,10
32708,7
32710,9
32709,8
32712,6
32713,7
32717,10
32720,8
32726,8
32730,7
32729,6
32731,8
32739,7
32740,8
32742,10
32758,7
32755,8
32754,11
32761,6
32762,9
32763,10
308,8
310,6
309,7
311,9
312,10
313,8
314,7
315,6
316,9
319,7
317,10
318,8
321,9
324,11
323,8
350,9
353,12
352,11
349,8
348,7
347,6
351,10
1219,6
1248,7
1253,9
1254,7
1256,6
1255,8
1262,9
1275,6
1276,9
1277,7
1278,8
1283,6
1284,9
1288,9
1291,6
1296,6
1300,10
1298,8
1297,7
1299,9
1308,6
1309,7
1313,6
1312,10
1320,8
1321,9
