var1,var2,var3
2568309208894455676,10.251.31.160,50010
-1233005817943453613,10.251.75.49,50010
-8736461628840265232,10.251.195.70,50010
166171721314010075,10.251.30.85,50010
-3362838757940877177,10.250.5.161,50010
-8026264173633579073,10.251.214.18,50010
8350646254685996250,10.251.199.159,50010
-4702684774678057084,10.250.13.240,50010
434034567989619521,10.251.91.15,50010
413552235254424009,10.251.35.1,50010
7177118590277025973,10.251.121.224,50010
2576408434603492552,10.251.106.37,50010
356592557993755459,10.251.109.236,50010
9111860234027679206,10.251.39.209,50010
5178539130945718870,10.251.107.19,50010
-1331750856499198500,10.251.38.53,50010
-3792836284792472725,10.251.106.50,50010
6031076349976322578,10.251.67.225,50010
4438674026376140804,10.251.106.50,50010
1777689952069868672,10.251.31.85,50010
-3275788837420923000,10.251.109.236,50010
-6056336045486998577,10.251.126.255,50010
-5368528328022648701,10.251.202.181,50010
-9056276727170871967,10.251.66.3,50010
-6289001686128460561,10.251.91.84,50010
6855535886504612774,10.251.70.211,50010
-6477590833521072407,10.251.39.179,50010
865453227320668516,10.251.71.240,50010
2149728827322918746,10.250.11.194,50010
6324712740029479576,10.251.30.6,50010
6763863888784019261,10.251.70.37,50010
1543605971733759530,10.251.195.33,50010
-6114220623980201749,10.250.13.240,50010
-945770324989341170,10.251.31.180,50010
-5145886774827574591,10.251.105.189,50010
3598904881888399067,10.250.5.237,50010
-6255015379143356507,10.251.111.37,50010
8247499802516177421,10.250.7.96,50010
-8403618945096094999,10.251.42.9,50010
-2012430628930443984,10.250.11.100,50010
7819984111120374407,10.251.30.6,50010
4499140370762613763,10.251.43.115,50010
2304296078821316612,10.251.39.64,50010
358331073189608564,10.251.67.225,50010
8404604116961181201,10.250.13.188,50010
-3582070652284403613,10.250.10.213,50010
-4954795063440871977,10.251.203.80,50010
-6640779266188771131,10.251.126.83,50010
3858015337960682724,10.251.214.130,50010
570916157110129687,10.251.214.18,50010
-7418499425236853516,10.251.203.4,50010
-7894824934989391122,10.251.38.197,50010
-5005618994659797504,10.251.125.193,50010
7932704730736035192,10.251.199.245,50010
-2834195813213005328,10.250.7.244,50010
-5972745462629982078,10.251.31.5,50010
-7111788899695387329,10.251.75.228,50010
-1110880362999960078,10.251.194.147,50010
6489659315944341351,10.251.106.50,50010
7324196727355442810,10.251.203.80,50010
-2589662411410634043,10.251.42.16,50010
8602496359012842630,10.250.7.32,50010
-133919539232421451,10.250.10.176,50010
-6136511938931864993,10.250.14.38,50010
8871064397020855320,10.251.42.84,50010
-531469051872229488,10.251.71.146,50010
-4657423175636611807,10.251.193.175,50010
-6117917602803602155,10.251.67.211,50010
-7584542530081657301,10.250.10.223,50010
4640277741339926850,10.251.26.131,50010
-7285565997486715015,10.250.6.191,50010
3652427357251545055,10.250.10.223,50010
5163387277374142808,10.251.71.193,50010
-1342669964196815853,10.250.17.225,50010
-424018194735922479,10.251.42.84,50010
-3754029959138975487,10.251.214.112,50010
-4149539113118855204,10.251.71.16,50010
5868517220927475394,10.251.67.113,50010
6093858391888371854,10.251.42.207,50010
7048740572660501729,10.251.107.98,50010
-2025578204394955498,10.251.91.159,50010
-795209964982424254,10.251.107.227,50010
7606019272539977822,10.251.67.211,50010
1960893136630391966,10.251.39.144,50010
-8632488927959646482,10.251.39.64,50010
1302893891174665780,10.251.214.225,50010
-490230821467544285,10.250.10.6,50010
4713968111267226537,10.251.70.5,50010
7473411975130090672,10.251.75.143,50010
753559000954836892,10.251.30.101,50010
9085898147979939648,10.251.67.225,50010
-5403209762224435166,10.251.125.193,50010
-6932221506331060207,10.251.74.79,50010
-7693277678281547790,10.251.30.6,50010
3792448673967861371,10.251.89.155,50010
5496448884081025648,10.251.123.195,50010
1102735311308675356,10.251.71.97,50010
7094265091490664593,10.251.71.68,50010
-1271403908410292619,10.251.43.147,50010
-2439225174716664723,10.251.42.207,50010
-9220604860626391374,10.251.30.179,50010
8981795097778421111,10.251.194.129,50010
1979447750586388860,10.251.215.192,50010
3332848207645320273,10.251.90.64,50010
6881216037013929188,10.251.91.32,50010
7541621664406141215,10.251.214.32,50010
-1680175975862749862,10.250.14.38,50010
5176179471361959897,10.250.9.207,50010
-4385347171136037814,10.251.67.113,50010
8384329882986724706,10.251.123.195,50010
6392434729242722288,10.251.30.134,50010
1714886759174770356,10.251.31.5,50010
7400944190976416273,10.251.127.243,50010
8442157310069672329,10.251.39.64,50010
-5624558200776510955,10.251.107.242,50010
1481009974400305784,10.251.39.242,50010
355286618997526877,10.250.7.32,50010
-7369651436133452001,10.251.127.191,50010
-8353423262983821010,10.251.39.209,50010
7017399031777870797,10.250.5.161,50010
-608202790716579401,10.251.198.33,50010
-1335063409877429524,10.251.107.196,50010
-8887373200836701910,10.251.193.224,50010
-1162676743264290624,10.251.194.213,50010
-5513640508500780385,10.251.203.179,50010
-7767902948513849386,10.251.71.146,50010
-5382946262718129284,10.250.5.161,50010
5668137923110942035,10.251.91.229,50010
7197514030988119866,10.251.75.49,50010
-5362598472846558076,10.250.14.143,50010
-4269939382058952254,10.251.203.129,50010
-6978845808078082463,10.251.109.209,50010
-1071115021179995772,10.250.11.53,50010
7336636250384047238,10.251.26.177,50010
8493856762887493521,10.251.26.131,50010
1043487525777829194,10.251.110.8,50010
-3225035678192156905,10.251.38.214,50010
5572208681898881669,10.251.38.197,50010
-2225353020301959077,10.251.125.237,50010
3946183108430554053,10.250.11.100,50010
-3681974396824196300,10.250.17.177,50010
2736251498135196075,10.251.90.64,50010
1275198635723397883,10.251.202.134,50010
3428998332517532825,10.251.43.192,50010
-1525964299678787959,10.251.37.240,50010
7045475543362904558,10.251.106.214,50010
-6802124772693111025,10.251.66.63,50010
2259206517962925438,10.251.215.16,50010
-3854777877236596649,10.251.39.160,50010
-4265150363959543078,10.251.39.160,50010
3729730843466061623,10.251.27.63,50010
3876184938151091897,10.251.30.85,50010
-1227720343537039835,10.251.202.134,50010
-6921441628286995043,10.251.126.83,50010
3539852484771802299,10.250.19.227,50010
2341651676737321162,10.251.203.129,50010
-765820154946060546,10.251.65.203,50010
-2492400942012223395,10.251.202.209,50010
-8351015090014570293,10.251.199.86,50010
-328970571549408286,10.251.214.32,50010
-8130925109202184099,10.251.125.193,50010
-3242342105286997235,10.251.71.97,50010
2468407162668753567,10.251.106.37,50010
7841365850685201915,10.251.110.68,50010
2426255659473300323,10.251.106.37,50010
5203504995927133832,10.250.13.240,50010
815809455641029563,10.251.111.37,50010
6413710007211667486,10.251.30.179,50010
-2907776069874917892,10.251.215.16,50010
-5802915611610989626,10.251.110.196,50010
-7668075074035173978,10.251.31.5,50010
-1573544581830458089,10.251.122.65,50010
3280859030919654043,10.251.214.130,50010
-4438918035940270891,10.251.71.193,50010
5616920288053661280,10.251.42.9,50010
1815340037591016775,10.250.9.207,50010
2154193600525549460,10.251.43.147,50010
5580254744888391593,10.251.201.204,50010
-1641081065757890722,10.251.107.242,50010
5505696082121135363,10.251.214.130,50010
5689009809369418749,10.251.91.84,50010
8155177385081669900,10.251.197.161,50010
247452006316846355,10.250.6.191,50010
2657997043417110888,10.250.13.240,50010
-323838382557775734,10.251.202.209,50010
-719470845056640928,10.251.90.64,50010
-7999375661905777727,10.251.106.37,50010
-2451769929123196359,10.251.199.159,50010
3231389654886008065,10.251.195.52,50010
3637945019239882309,10.251.198.196,50010
4471044334742081825,10.250.15.198,50010
-3671953658029337449,10.250.14.143,50010
-75893538967225087,10.250.15.198,50010
805187982300776163,10.251.73.188,50010
4631777956354958682,10.251.30.134,50010
-7595375726951801956,10.251.122.79,50010
-4681205519208992498,10.250.6.191,50010
5702487846232575705,10.250.14.38,50010
4834069779372284635,10.251.71.97,50010
3735517274901501821,10.250.6.4,50010
5018797996887008111,10.251.89.155,50010
-566178736644429906,10.251.70.37,50010
-8121498678081035000,10.250.11.100,50010
3492869167398569662,10.250.5.161,50010
-3894803026385053344,10.251.43.21,50010
-7873581794069372986,10.251.194.147,50010
2060553104861908174,10.251.201.204,50010
-6783506473540833076,10.251.202.209,50010
-8863130543753323383,10.251.123.1,50010
-8769398708439834546,10.251.127.243,50010
-3316519570098743145,10.251.70.211,50010
-6068451475575444798,10.251.43.210,50010
-7709713535298137702,10.251.215.50,50010
-1030832046197982436,10.251.89.155,50010
4738781172941319823,10.251.91.32,50010
2869833078504290822,10.251.123.132,50010
-6261136177206340449,10.251.70.37,50010
