var1,var2
1,38865049064139660
0,-6952295868487656571
2,8229193803249955061
2,-6670958622368987959
2,572492839287299681
1,5017373558217225674
1,-5073870177832699716
0,7791237942696729620
1,-1527267659500322006
1,4886940526690879848
0,-4229375751333894621
0,-5852844080027817147
0,9093049293972551787
0,-6837050820114491742
0,-54240672253074715
1,2028803850179311599
1,-8108913101671416218
0,-7640601843607665080
1,8320088109701056055
2,-6766351519628312408
0,-7436749154361133879
0,549647953114643908
1,-165500353496111884
0,3160319368100972992
1,4568377692254637284
1,-7656610147924319419
0,-6500549130351529113
2,-2896670847306153652
0,-730776401372551814
2,-7553009628768897700
2,-1148756466197125339
1,9074030793567748915
0,3259872359515191972
1,5963816136267066159
1,-4799092443170733505
2,-5215520749152394224
0,397848436489409658
1,-4937215748597091532
1,8060713381303305129
1,-4196449318426994195
1,3278280638950561822
1,-26568864070436835
0,-9161369067334198861
1,-5569558931000121451
2,-4566099704755845087
0,-8093500164295459838
1,4774656339381154282
2,2917692073041583988
2,-5442040196315589272
0,755689327380778318
0,4741107979793372752
1,-3802183646922512795
1,1997668456720275587
1,-4853183643928986291
2,-653434419514937486
2,4404895858852856851
1,703046261120042821
1,6465095458973828118
2,-9110604833387121363
2,3781645897486585075
0,3070718541088657475
1,2243777557693112935
0,3338047823148530794
0,-9198375937828232046
0,9107849594802857322
0,679168189072909208
2,-2466006073687914843
2,-6997219177553478996
2,-6991853982611346454
0,-3452734573703603740
2,-6035642070260562886
2,859668537217019080
1,-4624597753370705281
0,391813102554451063
2,2974262690755997396
1,3318864983801406136
2,8348114876238571434
1,-1751996688557225241
0,7837529475466774167
0,6610244864386894422
0,-1387034299358896632
1,4967492069970766092
2,-1485317050914225917
1,-5828360070550196756
2,-7683667795522321323
1,-8745453424063341007
1,6017354285686373326
2,-5321676321043683563
1,-357695136519539363
1,1279439901767890758
2,6514181997629420906
1,-3339018122410311668
2,-1680563440028826904
1,-1490623381339215624
2,7345322407792942877
1,-8939321760994370713
0,3958940914408609637
1,-5587827566367944828
2,3584162266158512993
2,-2591043665372016488
0,4068667188725811395
2,727000711161641724
2,3088175971503531298
2,-1197396592032418307
0,7533949673910842243
2,8842097432176169457
1,-3402248757106237109
1,2570966823909513791
2,8285441926344578159
2,-1733803097614960767
1,-7512746652453970810
2,-900229825899812461
0,-6865167803683277211
1,3940282600163903101
1,-5680441982827916621
0,2089955821703690032
0,2282833575688432184
1,3755116621101133849
0,165707910410871749
0,2957756905007569214
1,4884219613602801814
1,5729560286355779655
0,429279891070363457
0,-9132218772786220159
2,-7948158002985968470
1,-4917866339076366459
2,-6773301007994789531
0,-703436021914343546
2,-736188013503336717
0,4575129504644372394
2,-966013175018359901
2,1639683981444528748
0,6809155287484296510
2,-5908283405801966540
0,-1733154814375651491
2,1349228381785843634
1,-7170175035335391571
1,8971893898579544235
0,708101772844351082
0,-5610308397633191834
2,-7159695919045792245
2,5262186175243998904
1,-9120005470237070778
2,6048652012880073760
1,5912213716795619450
2,2691304991047255190
0,157913239647511296
1,-6454539193224916125
2,-4325209272072286951
2,-9056865861421808370
1,-6934248664959947757
1,7627900514276120558
0,-1250775350296476256
2,2389216938154332862
1,4628975089896927394
2,1155029843511109085
0,-7483426835701512490
2,-6883339133893273874
0,3695169334833427187
0,6055109613223910610
2,-4165562468976768862
1,-3295982945091621137
1,-6369730481066968769
2,-3183355402229300197
1,-4633546693082073737
0,1002945451269828722
1,2819581679409796253
0,5018765878120211503
2,-6695620358347030339
0,-5102453487463005287
1,8229768485681546149
2,-1957299792594627113
1,6745520736924802462
2,-1649239999940418046
2,2529569087635823495
0,6137960563260046065
2,5663417083925711869
2,-2014243777892518956
1,-2780312306380730204
2,-633826175832239328
1,4638603954320058978
2,5115892145206906855
1,-2421414377433740760
2,-4068751061953213467
0,-3025440686907267472
2,8422946850755720617
0,-7024895786822269814
0,-4430291708660291878
2,903961454948542202
0,-190773840747023361
0,4873550540813847659
0,2851869865185325732
0,-1842096107468319932
2,-4779205255695723216
0,2261089810991980611
1,1927336911952959118
2,2111886617384066018
2,6918427074195439966
