var1,var2,var3
1781953582842324563,mnt/hadoop/dfs/data/current/subdir5,1781953582842324563
8483848473254499625,mnt/hadoop/dfs/data/current/subdir51,8483848473254499625
-8898274302731129139,mnt/hadoop/dfs/data/current/subdir18,-8898274302731129139
-8014701913801168461,mnt/hadoop/dfs/data/current/subdir27,-8014701913801168461
-8775602795571523802,mnt/hadoop/dfs/data/current/subdir29,-8775602795571523802
-7928230000822317050,mnt/hadoop/dfs/data/current/subdir9,-7928230000822317050
8303413189200230139,mnt/hadoop/dfs/data/current/subdir32,8303413189200230139
-9038475355621289969,mnt/hadoop/dfs/data/current/subdir41,-9038475355621289969
-8848810702648406400,mnt/hadoop/dfs/data/current/subdir11,-8848810702648406400
-7515058933811567980,mnt/hadoop/dfs/data/current/subdir1,-7515058933811567980
-8484827087450439270,mnt/hadoop/dfs/data/current/subdir25,-8484827087450439270
-8144387882075572886,mnt/hadoop/dfs/data/current/subdir42,-8144387882075572886
-8383503596684323017,mnt/hadoop/dfs/data/current/subdir26,-8383503596684323017
-8796256534683400159,mnt/hadoop/dfs/data/current/subdir18,-8796256534683400159
-8775602795571523802,mnt/hadoop/dfs/data/current/subdir41,-8775602795571523802
-4368236874477798428,mnt/hadoop/dfs/data/current/subdir33,-4368236874477798428
-4223625526513535681,mnt/hadoop/dfs/data/current/subdir60,-4223625526513535681
-6400421658804613208,mnt/hadoop/dfs/data/current/subdir29,-6400421658804613208
-5880591395067598620,mnt/hadoop/dfs/data/current/subdir32,-5880591395067598620
-7096508472270520039,mnt/hadoop/dfs/data/current/subdir20,-7096508472270520039
-1939956833921604216,mnt/hadoop/dfs/data/current/subdir34,-1939956833921604216
-3860035787700398391,mnt/hadoop/dfs/data/current/subdir6,-3860035787700398391
-6008397446568765070,mnt/hadoop/dfs/data/current,-6008397446568765070
-2425070029518924403,mnt/hadoop/dfs/data/current/subdir39,-2425070029518924403
826351419727053015,mnt/hadoop/dfs/data/current/subdir6,826351419727053015
-3437475890798229344,mnt/hadoop/dfs/data/current/subdir57,-3437475890798229344
-1492402439215451727,mnt/hadoop/dfs/data/current/subdir25,-1492402439215451727
-4298255715894292387,mnt/hadoop/dfs/data/current/subdir38,-4298255715894292387
-4295805058711840933,mnt/hadoop/dfs/data/current/subdir0,-4295805058711840933
830855781964014378,mnt/hadoop/dfs/data/current/subdir48,830855781964014378
8291708741145026623,mnt/hadoop/dfs/data/current/subdir57,8291708741145026623
