var1,var2,var3
3587508140051953248,67108864,10.251.42.84
5402003568334525940,67108864,10.251.214.112
9212264480425680329,67108864,10.251.123.1
-5704899712662113150,67108864,10.251.91.229
-5861636720645142679,67108864,10.251.70.211
8291449241650212794,67108864,10.251.89.155
-5974833545991408899,67108864,10.251.31.180
6921674711959888070,67108864,10.251.65.203
-7526945448667194862,67108864,10.251.203.80
-2094397855762091248,67108864,10.251.126.83
-8523968015014407246,67108864,10.251.214.225
4755566011267050000,67108864,10.251.75.79
-3909548841543565741,3542967,10.251.195.33
8829027411458566099,67108864,10.251.38.214
-8241093737585222406,67108864,10.250.5.161
1064470652608359218,67108864,10.251.39.242
-2452477352812192142,67108864,10.250.7.244
-518701095493827363,67108864,10.251.214.67
-967145856473901804,67108864,10.250.6.191
8408125361497769001,67108864,10.251.70.211
-1614641487214609125,67108864,10.251.193.175
7577595658377008671,67108864,10.251.71.97
3777400576053320362,67108864,10.251.31.5
-2129171714384027465,67108864,10.251.75.228
-6867873931012347356,67108864,10.251.39.64
-5195432543794777448,67108864,10.250.10.6
7929144620252342335,67108864,10.251.31.5
-3455521536483250153,67108864,10.251.106.37
-4330512786228504138,67108864,10.251.67.225
-684595390732854503,67108864,10.250.6.191
-562725280853087685,67108864,10.251.91.84
-71429470616906355,67108864,10.250.19.16
3463540868626173125,67108864,10.251.30.134
-5309211894896608429,67108864,10.251.202.181
3068335169639013019,67108864,10.251.71.68
-4067446915270471579,25933924,10.251.110.8
7484759945731484842,67108864,10.251.203.149
-7152190882826520998,67108864,10.250.14.143
8772892713521115147,67108864,10.251.194.245
-6979800421545566530,67108864,10.250.10.176
-5124326558394984439,67108864,10.251.122.79
-7514806214244798312,67108864,10.250.15.101
-7007208336332784130,67108864,10.251.27.63
-3805070405372551730,67108864,10.251.109.236
-2013946318750925538,67108864,10.251.126.22
-1094025072435547068,67108864,10.251.66.3
6534693994677948144,67108864,10.251.201.204
-3787594914477940893,67108864,10.251.71.16
426381928692704514,67108864,10.251.122.38
3852281952649038166,67108864,10.251.122.65
-8847552694913526632,67108864,10.251.201.204
7736147489540456118,67108864,10.251.74.227
-3677956642639780952,67108864,10.251.123.20
1498192967843651378,67108864,10.251.42.84
3304535870056962597,67108864,10.251.203.166
3084588477220583373,67108864,10.251.125.174
892900079071425422,67108864,10.251.73.188
-8192956077351896648,67108864,10.251.110.196
5250287988089075029,67108864,10.251.66.63
-2020273862360001901,67108864,10.250.7.244
4029732570544915384,67108864,10.251.35.1
-5306443381473737599,67108864,10.251.195.52
-9188933731705791676,67108864,10.251.39.192
4263664068073345850,67108864,10.251.214.67
4098532420907418423,67108864,10.251.43.147
-4935573595350235765,67108864,10.251.123.195
-5668584889663038916,67108864,10.250.9.207
-4034227974316905164,67108864,10.250.15.198
3083630442630693250,67108864,10.251.215.70
-5236578579938215340,67108864,10.250.7.244
-2141627858612526069,67108864,10.251.111.37
-5421365489363678155,67108864,10.251.122.38
2294700909811950327,67108864,10.251.90.64
7224257732880626802,67108864,10.251.122.79
