var1,var2,var3,var4
10.251.194.213,50010,-7724713468912166542,10.251.203.80
10.251.91.229,50010,-3358448553918665902,10.251.91.229
10.251.39.192,50010,-5341992729755584578,10.251.39.192
10.250.5.237,50010,3166960787499091856,10.251.43.147
10.251.71.68,50010,-2794533871450434534,10.251.199.150
10.251.214.32,50010,-6520030462660619051,10.251.215.70
10.250.6.214,50010,5739119717322549945,10.251.43.115
10.251.203.166,50010,8787656642683881295,10.251.107.98
10.251.111.80,50010,6296828743242110158,10.251.42.246
10.250.19.16,50010,1078000656626961731,10.250.19.16
10.251.126.227,50010,-8306714721294235181,10.251.126.227
10.251.126.83,50010,-3860894070657427592,10.251.126.83
10.251.71.97,50010,5454332143498402824,10.250.15.67
10.250.6.214,50010,-3384560576963801177,10.250.6.214
10.251.67.4,50010,-2901225370888235702,10.251.91.84
10.251.215.50,50010,3963698556744744747,10.251.107.196
10.251.30.134,50010,2039230511363331616,10.251.65.203
10.251.71.146,50010,8482111101480751895,10.251.71.146
10.251.215.16,50010,-5919767990596301121,10.251.215.16
10.251.199.225,50010,8457344665564381337,10.251.199.225
10.251.66.102,50010,2986720270598512615,10.251.66.102
10.251.90.64,50010,-5719934513583495857,10.251.199.245
10.251.111.37,50010,-6050976999174805557,10.251.111.37
10.250.10.6,50010,1598414622053793245,10.251.90.239
10.250.19.16,50010,-7837339190764609698,10.251.197.161
10.251.39.144,50010,-8187008844253719581,10.251.91.32
10.251.214.112,50010,4081177399275502985,10.251.110.68
10.251.42.191,50010,3515154079719300106,10.251.42.191
10.251.123.99,50010,5385121219895615240,10.251.71.146
10.250.11.194,50010,3087787567144441647,10.251.91.84
10.250.10.100,50010,-3657665801189425193,10.250.10.100
10.251.74.79,50010,-3457731723401426942,10.251.74.79
10.251.42.84,50010,6105506155797750768,10.251.42.84
10.251.203.246,50010,365496398062338141,10.251.203.246
10.250.19.227,50010,3979872751691718643,10.250.19.227
10.251.195.52,50010,6655622109568310643,10.251.195.52
10.251.43.115,50010,-7364557883931785608,10.251.43.115
10.251.215.16,50010,2322432806134104317,10.251.215.16
10.251.109.209,50010,4848669047361069041,10.251.26.177
10.251.106.214,50010,-8277873627721528374,10.251.122.79
10.250.10.176,50010,3797494971676497497,10.251.29.239
10.251.126.22,50010,805587860540600864,10.251.126.22
10.250.14.224,50010,666713934549639791,10.250.14.224
10.251.30.179,50010,-2975629975082443857,10.251.30.179
10.250.9.207,50010,4355450627202483068,10.250.9.207
10.250.6.191,50010,5952254363678329024,10.250.6.191
10.251.106.10,50010,2273334621242106674,10.251.106.10
10.251.107.50,50010,-2285729896739318683,10.251.70.5
10.250.11.53,50010,-743349875664670637,10.250.11.53
10.251.39.192,50010,6338761369201338121,10.251.90.81
10.251.67.225,50010,2038610753592374847,10.250.18.114
10.250.10.100,50010,9216955386716663841,10.251.90.64
10.251.203.149,50010,-1432303681669932458,10.250.10.176
10.251.214.18,50010,7297060562345904886,10.251.29.239
10.251.67.225,50010,5240632065631390212,10.251.67.225
10.251.106.50,50010,-8907436477337775860,10.251.106.50
10.251.194.147,50010,7703498406755483188,10.251.111.209
10.251.202.209,50010,-5086369325828333421,10.251.194.213
10.251.215.50,50010,668295516093167045,10.251.30.6
10.251.71.97,50010,6552418180158772377,10.251.39.242
10.251.202.209,50010,-1442905060580014339,10.251.202.209
10.251.39.179,50010,798664047382151445,10.251.39.179
10.250.11.194,50010,8591104451552720112,10.250.11.194
10.250.15.101,50010,-2557432794238860908,10.251.74.134
10.251.202.181,50010,-5236655516146555545,10.251.31.5
10.251.123.99,50010,-7990763409688650846,10.251.197.161
10.250.17.225,50010,-2656323385657954732,10.250.17.225
10.251.127.243,50010,8711213005689112399,10.251.74.134
10.251.195.70,50010,-3696162841836791939,10.251.195.70
10.251.91.84,50010,-8915491531889006304,10.251.91.84
10.251.90.64,50010,-657087263710195616,10.250.14.196
10.250.10.213,50010,-1125621902344947014,10.250.10.213
10.250.10.6,50010,1200136320542454615,10.250.10.6
10.251.31.180,50010,3905759687686730625,10.251.31.180
10.251.121.224,50010,342378162324355732,10.251.121.224
10.250.14.38,50010,-8674089929114017279,10.250.14.38
10.251.125.237,50010,-309134958179110212,10.251.125.237
10.250.13.240,50010,-3134225108208373949,10.250.13.240
10.250.14.143,50010,-664656559337730574,10.250.7.96
10.251.122.65,50010,2866275036574950116,10.250.11.53
