var1,var2
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x10800000,com.tencent.qqmusic/.business.lockscreen.LockScreenActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x10800000,com.tencent.qqmusic/.business.lockscreen.LockScreenActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x10800000,com.tencent.qqmusic/.business.lockscreen.LockScreenActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x10800000,com.tencent.qqmusic/.business.lockscreen.LockScreenActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x10800000,com.tencent.qqmusic/.business.lockscreen.LockScreenActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x10800000,com.tencent.qqmusic/.business.lockscreen.LockScreenActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
0x10800000,com.tencent.qqmusic/.business.lockscreen.LockScreenActivity
0x18800000,com.tencent.mm/.plugin.base.stub.WXEntryActivity
