var1,var2,var3,var4
28601,10111,com.tencent.mobileqq,121
28601,10111,com.tencent.mobileqq,119
28601,10111,com.tencent.mobileqq,122
28601,10111,com.tencent.mobileqq,123
28601,10111,com.tencent.mobileqq,129
28601,10111,com.tencent.mobileqq,135
28601,10111,com.tencent.mobileqq,140
28601,10111,com.tencent.mobileqq,144
28601,10111,com.tencent.mobileqq,193
28601,10111,com.tencent.mobileqq,121
28601,10111,com.tencent.mobileqq,119
28601,10111,com.tencent.mobileqq,121
28601,10111,com.tencent.mobileqq,119
28601,10111,com.tencent.mobileqq,122
28601,10111,com.tencent.mobileqq,123
28601,10111,com.tencent.mobileqq,129
28601,10111,com.tencent.mobileqq,135
28601,10111,com.tencent.mobileqq,140
28601,10111,com.tencent.mobileqq,144
28601,10111,com.tencent.mobileqq,193
