var1,var2
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
38,200
