var1,var2,var3
0.0,0.0,0
2.0,0.0,2
1.0,0.0,1
3.0,0.0,3
4.0,0.0,4
0.0,1.0,42
1.0,1.0,56
2.0,1.0,69
3.0,1.0,78
4.0,1.0,79
0.0,2.0,87
1.0,2.0,101
2.0,2.0,112
3.0,2.0,118
4.0,2.0,119
0.0,3.0,122
1.0,3.0,136
2.0,3.0,150
3.0,3.0,158
4.0,3.0,159
0.0,4.0,171
1.0,4.0,185
2.0,4.0,195
3.0,4.0,198
4.0,4.0,199
0.0,5.0,206
1.0,5.0,220
2.0,5.0,231
3.0,5.0,238
4.0,5.0,239
0.0,6.0,247
1.0,6.0,261
2.0,6.0,273
3.0,6.0,278
4.0,6.0,279
0.0,7.0,285
1.0,7.0,299
2.0,7.0,312
3.0,7.0,318
4.0,7.0,319
0.0,8.0,321
1.0,8.0,335
2.0,8.0,349
3.0,8.0,358
4.0,8.0,359
0.0,9.0,360
1.0,9.0,374
2.0,9.0,388
3.0,9.0,398
4.0,9.0,399
0.0,10.0,402
1.0,10.0,416
2.0,10.0,430
3.0,10.0,438
4.0,10.0,439
0.0,11.0,450
1.0,11.0,464
2.0,11.0,475
3.0,11.0,478
4.0,11.0,479
0.0,12.0,480
1.0,12.0,494
2.0,12.0,508
3.0,12.0,518
4.0,12.0,519
0.0,13.0,528
1.0,13.0,542
2.0,13.0,553
3.0,13.0,558
4.0,13.0,559
0.0,14.0,562
1.0,14.0,576
2.0,14.0,590
3.0,14.0,598
4.0,14.0,599
0.0,15.0,612
1.0,15.0,626
2.0,15.0,636
3.0,15.0,638
4.0,15.0,639
0.0,16.0,643
1.0,16.0,657
2.0,16.0,671
3.0,16.0,678
4.0,16.0,679
0.0,17.0,692
1.0,17.0,706
2.0,17.0,716
3.0,17.0,718
4.0,17.0,719
0.0,18.0,722
1.0,18.0,736
2.0,18.0,750
3.0,18.0,758
4.0,18.0,759
0.0,19.0,762
1.0,19.0,776
2.0,19.0,789
3.0,19.0,798
4.0,19.0,799
0.0,20.0,807
1.0,20.0,821
2.0,20.0,833
3.0,20.0,838
4.0,20.0,839
0.0,21.0,853
1.0,21.0,867
2.0,21.0,877
3.0,21.0,878
4.0,21.0,879
0.0,22.0,886
1.0,22.0,900
2.0,22.0,912
3.0,22.0,918
4.0,22.0,919
0.0,23.0,926
1.0,23.0,940
2.0,23.0,951
3.0,23.0,958
4.0,23.0,959
0.0,24.0,970
1.0,24.0,984
2.0,24.0,998
3.0,24.0,1012
4.0,24.0,1026
40.0,24.0,1125
41.0,24.0,1126
42.0,24.0,1127
43.0,24.0,1128
44.0,24.0,1129
80.0,24.0,1135
81.0,24.0,1136
82.0,24.0,1137
83.0,24.0,1138
84.0,24.0,1141
120.0,24.0,1145
121.0,24.0,1146
122.0,24.0,1147
123.0,24.0,1150
124.0,24.0,1151
160.0,24.0,1155
161.0,24.0,1156
162.0,24.0,1157
163.0,24.0,1158
164.0,24.0,1159
0.0,25.0,1166
1.0,25.0,1180
2.0,25.0,1194
3.0,25.0,1198
4.0,25.0,1199
0.0,26.0,1200
1.0,26.0,1201
2.0,26.0,1202
3.0,26.0,1203
4.0,26.0,1204
5.0,26.0,1205
6.0,26.0,1206
7.0,26.0,1207
8.0,26.0,1208
9.0,26.0,1209
10.0,26.0,1210
11.0,26.0,1211
12.0,26.0,1212
13.0,26.0,1213
14.0,26.0,1214
15.0,26.0,1215
16.0,26.0,1216
17.0,26.0,1217
18.0,26.0,1218
19.0,26.0,1219
20.0,26.0,1220
21.0,26.0,1221
22.0,26.0,1222
23.0,26.0,1223
24.0,26.0,1224
25.0,26.0,1225
26.0,26.0,1226
27.0,26.0,1227
28.0,26.0,1228
29.0,26.0,1229
30.0,26.0,1230
31.0,26.0,1231
32.0,26.0,1232
33.0,26.0,1233
34.0,26.0,1234
35.0,26.0,1235
36.0,26.0,1236
37.0,26.0,1237
38.0,26.0,1238
39.0,26.0,1239
0.0,27.0,1240
1.0,27.0,1241
2.0,27.0,1242
