var1,var2,var3,var4
3.0,0.0,3,2703
1.0,0.0,1,2703
2.0,0.0,2,2703
4.0,0.0,4,2703
0.0,0.0,0,2703
4.0,1.0,79,2685
1.0,1.0,56,2428
0.0,1.0,42,2474
3.0,1.0,78,2651
2.0,1.0,69,2523
4.0,2.0,119,2087
2.0,2.0,112,2087
3.0,2.0,118,2087
1.0,2.0,101,2087
0.0,2.0,87,2087
4.0,3.0,159,2667
3.0,3.0,158,2667
1.0,3.0,136,2667
2.0,3.0,150,2667
0.0,3.0,122,2667
0.0,4.0,171,2099
1.0,4.0,185,2099
2.0,4.0,195,2138
3.0,4.0,198,2099
4.0,4.0,199,2138
0.0,5.0,206,2198
3.0,5.0,238,2198
2.0,5.0,231,2198
4.0,5.0,239,2198
1.0,5.0,220,2272
0.0,6.0,247,2087
3.0,6.0,278,2087
2.0,6.0,273,2087
4.0,6.0,279,2087
1.0,6.0,261,2087
0.0,7.0,285,2667
3.0,7.0,318,2667
4.0,7.0,319,2667
1.0,7.0,299,2667
2.0,7.0,312,2667
0.0,8.0,321,2141
2.0,8.0,349,2141
4.0,8.0,359,2141
3.0,8.0,358,2141
1.0,8.0,335,2111
0.0,9.0,360,2239
2.0,9.0,388,2239
3.0,9.0,398,2239
1.0,9.0,374,2298
4.0,9.0,399,2239
3.0,10.0,438,2087
0.0,10.0,402,2087
4.0,10.0,439,2087
2.0,10.0,430,2087
1.0,10.0,416,2087
4.0,11.0,479,2667
0.0,11.0,450,2667
3.0,11.0,478,2667
2.0,11.0,475,2667
1.0,11.0,464,2667
0.0,12.0,480,2155
3.0,12.0,518,2155
4.0,12.0,519,2155
1.0,12.0,494,2105
2.0,12.0,508,2155
0.0,13.0,528,2256
4.0,13.0,559,2241
2.0,13.0,553,2241
1.0,13.0,542,2241
3.0,13.0,558,2257
3.0,14.0,598,2087
2.0,14.0,590,2087
0.0,14.0,562,2087
4.0,14.0,599,2087
1.0,14.0,576,2087
1.0,15.0,626,2667
3.0,15.0,638,2667
4.0,15.0,639,2667
2.0,15.0,636,2667
0.0,15.0,612,2667
2.0,16.0,671,2163
3.0,16.0,678,2151
4.0,16.0,679,2163
0.0,16.0,643,2151
1.0,16.0,657,2163
4.0,17.0,719,2156
0.0,17.0,692,2156
2.0,17.0,716,2156
3.0,17.0,718,2156
1.0,17.0,706,2156
4.0,18.0,759,2087
0.0,18.0,722,2087
3.0,18.0,758,2087
1.0,18.0,736,2087
2.0,18.0,750,2087
0.0,19.0,762,2667
3.0,19.0,798,2667
4.0,19.0,799,2667
1.0,19.0,776,2667
2.0,19.0,789,2667
4.0,20.0,839,2076
3.0,20.0,838,2076
0.0,20.0,807,2076
1.0,20.0,821,2076
2.0,20.0,833,2076
