var1,var2,var3
/etc/xinetd.d/chargen,/etc/xinetd.conf,15
/etc/xinetd.d/chargen-udp,/etc/xinetd.d/chargen-udp,18
/etc/xinetd.d/cups-lpd,/etc/xinetd.d/cups-lpd,17
/etc/xinetd.d/daytime,/etc/xinetd.d/daytime,11
/etc/xinetd.d/daytime-udp,/etc/xinetd.d/daytime-udp,15
/etc/xinetd.d/echo,/etc/xinetd.d/echo,15
/etc/xinetd.d/echo-udp,/etc/xinetd.d/echo-udp,14
/etc/xinetd.d/eklogin,/etc/xinetd.d/eklogin,15
/etc/xinetd.d/gssftp,/etc/xinetd.d/gssftp,13
/etc/xinetd.d/klogin,/etc/xinetd.d/klogin,14
/etc/xinetd.d/krb5-telnet,/etc/xinetd.d/krb5-telnet,13
/etc/xinetd.d/kshell,/etc/xinetd.d/kshell,13
/etc/xinetd.d/ktalk,/etc/xinetd.d/ktalk,13
/etc/xinetd.d/rsync,/etc/xinetd.d/rsync,12
/etc/xinetd.d/tftp,/etc/xinetd.d/tftp,13
/etc/xinetd.d/time,/etc/xinetd.d/time,18
/etc/xinetd.d/time-udp,/etc/xinetd.d/time-udp,17
