var1,var2
10.100.20.250,3
10.100.28.250,3
10.100.24.250,3
10.100.16.250,3
10.100.18.250,3
10.100.20.250,3
10.100.26.250,3
10.100.18.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.22.250,3
10.100.28.250,3
10.100.20.250,3
10.100.24.250,3
10.100.20.250,3
10.100.26.250,3
10.100.26.250,3
10.100.16.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.18.250,3
10.100.30.250,3
10.100.20.250,3
10.100.30.250,3
10.100.20.250,3
10.100.20.250,3
10.100.18.250,3
10.100.18.250,3
10.100.22.250,3
10.100.16.250,3
10.100.22.250,3
10.100.18.250,3
10.100.28.250,3
10.100.16.250,3
10.100.22.250,3
10.100.22.250,3
10.100.24.250,3
10.100.20.250,3
10.100.20.250,3
10.100.30.250,3
10.100.18.250,3
10.100.20.250,3
10.100.22.250,3
10.100.22.250,3
10.100.20.250,3
10.100.30.250,3
10.100.20.250,3
10.100.18.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.28.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.16.250,3
10.100.16.250,3
10.100.22.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.14.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.18.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.22.250,3
10.100.24.250,3
10.100.28.250,3
10.100.20.250,3
10.100.20.250,3
10.100.12.250,3
10.100.22.250,3
10.100.20.250,3
10.100.18.250,3
10.100.28.250,3
10.100.18.250,3
10.100.22.250,3
10.100.22.250,3
10.100.14.250,3
10.100.18.250,3
10.100.22.250,3
10.100.20.250,3
10.100.18.250,3
10.100.22.250,3
10.100.18.250,3
10.100.18.250,3
10.100.22.250,3
10.100.30.250,3
10.100.22.250,3
10.100.20.250,3
10.100.16.250,3
10.100.18.250,3
10.100.28.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.16.250,3
10.100.28.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.18.250,3
10.100.20.250,3
10.100.18.250,3
10.100.26.250,3
10.100.22.250,3
10.100.22.250,3
10.100.20.250,3
10.100.18.250,3
10.100.22.250,3
10.100.18.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.18.250,3
10.100.16.250,3
10.100.22.250,3
10.100.22.250,3
10.100.22.250,3
10.100.14.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.22.250,3
10.100.20.250,3
10.100.28.250,3
10.100.20.250,3
10.100.16.250,3
10.100.16.250,3
10.100.22.250,3
10.100.22.250,3
10.100.22.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.20.250,3
10.100.28.250,3
10.100.22.250,3
10.100.24.250,3
10.100.20.250,3
10.100.20.250,3
10.100.18.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.16.250,3
10.100.30.250,3
10.100.20.250,3
10.100.28.250,3
10.100.22.250,3
10.100.18.250,3
10.100.28.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.28.250,3
10.100.18.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.28.250,3
10.100.12.250,3
10.100.18.250,3
10.100.28.250,3
10.100.20.250,3
10.100.20.250,3
10.100.28.250,3
10.100.20.250,3
10.100.22.250,3
10.100.22.250,3
10.100.20.250,3
10.100.22.250,3
10.100.16.250,3
10.100.18.250,3
10.100.20.250,3
10.100.18.250,3
10.100.16.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.20.250,3
10.100.26.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.16.250,3
10.100.18.250,3
10.100.26.250,3
10.100.22.250,3
10.100.24.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.22.250,3
10.100.22.250,3
10.100.12.250,3
10.100.16.250,3
10.100.22.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.24.250,3
10.100.18.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.18.250,3
10.100.14.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.12.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.18.250,3
10.100.18.250,3
10.100.22.250,3
10.100.10.250,3
10.100.18.250,3
10.100.20.250,3
10.100.18.250,3
10.100.22.250,3
10.100.20.250,3
10.100.22.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.26.250,3
10.100.22.250,3
10.100.22.250,3
10.100.18.250,3
10.100.16.250,3
10.100.22.250,3
10.100.22.250,3
10.100.10.250,3
10.100.18.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.26.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.18.250,3
10.100.16.250,3
10.100.16.250,3
10.100.18.250,3
10.100.28.250,3
10.100.18.250,3
10.100.22.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.16.250,3
10.100.14.250,3
10.100.18.250,3
10.100.20.250,3
10.100.18.250,3
10.100.24.250,3
10.100.16.250,3
10.100.28.250,3
10.100.18.250,3
10.100.22.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.16.250,3
10.100.18.250,3
10.100.22.250,3
LOCAL(0),10
10.100.18.250,3
#3#,1
10.100.16.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.18.250,3
10.100.26.250,3
10.100.18.250,3
10.100.28.250,3
10.100.22.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.24.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.18.250,3
10.100.20.250,3
10.100.10.250,3
10.100.20.250,3
10.100.18.250,3
10.100.26.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.10.250,3
10.100.16.250,3
10.100.20.250,3
10.100.28.250,3
10.100.28.250,3
10.100.26.250,3
10.100.16.250,3
10.100.20.250,3
10.100.26.250,3
10.100.20.250,3
10.100.16.250,3
10.100.16.250,3
10.100.20.250,3
10.100.20.250,3
10.100.28.250,3
10.100.20.250,3
10.100.24.250,3
10.100.14.250,3
10.100.18.250,3
10.100.22.250,3
10.100.10.250,3
10.100.18.250,3
10.100.18.250,3
10.100.16.250,3
10.100.18.250,3
10.100.16.250,3
10.100.28.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.16.250,3
10.100.18.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.16.250,3
10.100.18.250,3
10.100.18.250,3
10.100.22.250,3
10.100.24.250,3
10.100.24.250,3
10.100.18.250,3
10.100.24.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.24.250,3
10.100.28.250,3
10.100.20.250,3
10.100.16.250,3
10.100.10.250,3
10.100.20.250,3
10.100.22.250,3
10.100.16.250,3
10.100.16.250,3
10.100.30.250,3
10.100.20.250,3
10.100.18.250,3
10.100.18.250,3
10.100.22.250,3
10.100.18.250,3
10.100.22.250,3
10.100.20.250,3
10.100.26.250,3
10.100.18.250,3
10.100.20.250,3
10.100.10.250,3
10.100.8.250,3
10.100.16.250,3
10.100.22.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.28.250,3
10.100.20.250,3
10.100.22.250,3
10.100.22.250,3
10.100.16.250,3
10.100.26.250,3
10.100.16.250,3
10.100.28.250,3
10.100.28.250,3
10.100.18.250,3
10.100.26.250,3
10.100.8.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.12.250,3
10.100.28.250,3
10.100.20.250,3
10.100.18.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.28.250,3
10.100.14.250,3
10.100.24.250,3
10.100.18.250,3
10.100.28.250,3
10.100.16.250,3
10.100.16.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.16.250,3
10.100.16.250,3
10.100.22.250,3
10.100.16.250,3
10.100.20.250,3
10.100.30.250,3
10.100.16.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.28.250,3
10.100.16.250,3
10.100.16.250,3
10.100.20.250,3
10.100.16.250,3
10.100.18.250,3
10.100.28.250,3
10.100.16.250,3
10.100.16.250,3
10.100.24.250,3
10.100.20.250,3
10.100.26.250,3
10.100.20.250,3
10.100.26.250,3
10.100.20.250,3
10.100.12.250,3
10.100.24.250,3
10.100.16.250,3
10.100.20.250,3
10.100.20.250,3
10.100.20.250,3
10.100.22.250,3
10.100.20.250,3
10.100.28.250,3
10.100.16.250,3
10.100.18.250,3
10.100.16.250,3
10.100.18.250,3
10.100.20.250,3
10.100.28.250,3
10.100.28.250,3
10.100.20.250,3
10.100.22.250,3
10.100.26.250,3
10.100.16.250,3
10.100.20.250,3
10.100.26.250,3
10.100.26.250,3
10.100.26.250,3
10.100.18.250,3
10.100.22.250,3
10.100.20.250,3
10.100.18.250,3
10.100.22.250,3
10.100.30.250,3
10.100.20.250,3
10.100.10.250,3
10.100.18.250,3
10.100.16.250,3
10.100.16.250,3
10.100.16.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.20.250,3
10.100.16.250,3
10.100.22.250,3
10.100.18.250,3
10.100.20.250,3
10.100.16.250,3
10.100.20.250,3
10.100.24.250,3
10.100.30.250,3
10.100.12.250,3
10.100.20.250,3
10.100.16.250,3
10.100.22.250,3
10.100.16.250,3
10.100.22.250,3
10.100.20.250,3
