var1,var2,var3
C Nodes/cn304/pkts_out,1131563037,1131563037
D Nodes/dn731/pkts_out,1131563089,1131563089
D Nodes/dn731/pkts_out,1131563117,1131563117
D Nodes/dn731/pkts_out,1131563149,1131563149
D Nodes/dn731/pkts_out,1131563319,1131563319
D Nodes/dn731/pkts_out,1131563349,1131563349
D Nodes/dn731/pkts_out,1131563412,1131563412
C Nodes/cn776/pkts_out,1131559854,1131559854
D Nodes/dn731/pkts_out,1131559854,1131559854
unspecified/badmin3/disk_total,1131559854,1131559854
D Nodes/dn731/pkts_out,1131563473,1131563473
